user_id,item_id,item_name,playtime_forever
aliaswabbit,550,Left 4 Dead 2,19163
iSlendy,40800,Super Meat Boy,812
76561198056653827,108800,Crysis 2 Maximum Edition,773
76561198049623068,359550,Tom Clancy's Rainbow Six Siege,8548
76561198007799026,4760,Rome: Total War,277
im1yearoldandwhatisthis,8930,Sid Meier's Civilization V,9124
76561198059989388,204450,Call of Juarez Gunslinger,2146
76561198102421718,333930,Dirty Bomb,1454
plowzy_,240,Counter-Strike: Source,401
foxlets,47890,The Sims(TM) 3,931
76561198044752424,310370,The Way of Life Free Edition,9
Spooky4me,730,Counter-Strike: Global Offensive,28235
appalot,250900,The Binding of Isaac: Rebirth,9017
ozjake54,230410,Warframe,622
xxevildoctorxx,550,Left 4 Dead 2,9128
76561198040697106,730,Counter-Strike: Global Offensive,14024
76561198063316459,230410,Warframe,15642
72947282842,730,Counter-Strike: Global Offensive,33
sialiangkuang,730,Counter-Strike: Global Offensive,4864
76561198073834001,391460,WARMODE,70
76561198065785303,209160,Call of Duty: Ghosts,2037
Aduialphen,6060,STAR WARS™ Battlefront™ II,2807
76561198082737449,10,Counter-Strike,481
76561198083393255,208480,Assassin's Creed® III,4791
brendoboy,1250,Killing Floor,1676
Friendler,730,Counter-Strike: Global Offensive,30847
76561197980184475,730,Counter-Strike: Global Offensive,157116
jcksm61,206210,Gotham City Impostors: Free To Play,38
Nepku_,730,Counter-Strike: Global Offensive,38327
augriD,550,Left 4 Dead 2,2337
63Hayden,333930,Dirty Bomb,707
buggy00,377160,Fallout 4,8734
76561198080399577,19900,Far Cry 2,41
76561198002127153,250180,METAL SLUG 3,317
76561198073085657,282440,Quake Live,74
76561198080616529,51100,Tactical Intervention,587
DeanValiant,409160,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",54
76561198132730100,10180,Call of Duty: Modern Warfare 2,136
SmeshDoge,17080,Tribes: Ascend,12840
MuellerJ7,8930,Sid Meier's Civilization V,13564
76561198041859916,8930,Sid Meier's Civilization V,32617
grimnixilis,24240,PAYDAY: The Heist,1449
oio20199,220,Half-Life 2,423
76561198062544523,340,Half-Life 2: Lost Coast,41
iceyaz,730,Counter-Strike: Global Offensive,2799
minkang7360,550,Left 4 Dead 2,5135
redlei,240,Counter-Strike: Source,14526
cyvoxfromyoutube,730,Counter-Strike: Global Offensive,539
76561198031553174,550,Left 4 Dead 2,396
Goofen,730,Counter-Strike: Global Offensive,63148
sprinter2002,730,Counter-Strike: Global Offensive,28384
NathanielPeace,278080,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,513
fab2cent,21780,Driver: Parallel Lines,3124
76561198050800057,214950,Total War: ROME II - Emperor Edition,9880
76561198000791529,550,Left 4 Dead 2,25559
76561198071178936,63380,Sniper Elite V2,97320
2608739,730,Counter-Strike: Global Offensive,14372
cslng1111111,730,Counter-Strike: Global Offensive,69059
dankmarmes,730,Counter-Strike: Global Offensive,54824
76561198056567053,8870,BioShock Infinite,223
76561198044625090,24240,PAYDAY: The Heist,889
76561198080157237,332800,Five Nights at Freddy's 2,126
76561197970542592,260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,773
76561198057511203,261570,Ori and the Blind Forest,848
76561198103362354,730,Counter-Strike: Global Offensive,38589
Phyztastic,730,Counter-Strike: Global Offensive,11012
Fox_Hanyou_Mikoto,221380,Age of Empires II: HD Edition,1356
opw,730,Counter-Strike: Global Offensive,39600
76561198048350991,203290,America's Army: Proving Grounds,42
76561198057198704,12120,Grand Theft Auto: San Andreas,2038
76561198027517385,242640,Styx: Master of Shadows,2339
pannekoeken2,22370,Fallout 3 - Game of the Year Edition,2688
76561198071264983,550,Left 4 Dead 2,9895
76561198063851048,17470,Dead Space,172
goatt4life,3830,Psychonauts,4347
512356,24240,PAYDAY: The Heist,6460
76561198083278670,550,Left 4 Dead 2,1874
Droleee,24960,Battlefield: Bad Company 2,741
m1lkingdud,730,Counter-Strike: Global Offensive,52333
76561198038840599,1250,Killing Floor,6458
SassyGod,730,Counter-Strike: Global Offensive,21377
76561198066899978,730,Counter-Strike: Global Offensive,9863
SuccForCancer,8930,Sid Meier's Civilization V,22101
vyro_,730,Counter-Strike: Global Offensive,89850
SporkDesigns,10180,Call of Duty: Modern Warfare 2,705
dontgetmemed,377160,Fallout 4,2671
DJKamBer,1250,Killing Floor,2851
blablabla174,730,Counter-Strike: Global Offensive,71558
mutanterex22,10090,Call of Duty: World at War,1347
76561198044212679,265550,Dead Rising 3,1051
76561198079033916,730,Counter-Strike: Global Offensive,36228
from808,240,Counter-Strike: Source,82276
76561197973942939,214490,Alien: Isolation,116
Chezburgar7300,214190,Minimum,89
lachyS,6060,STAR WARS™ Battlefront™ II,121
76561198133640133,550,Left 4 Dead 2,609
macey_moo,267600,Airport Simulator 2014,475
76561198080272652,730,Counter-Strike: Global Offensive,66305
sisgeo,51100,Tactical Intervention,322
420slender,250900,The Binding of Isaac: Rebirth,29285
itsfilfyd,3730,Aliens versus Predator Classic 2000,263
512356,340,Half-Life 2: Lost Coast,581
135781,730,Counter-Strike: Global Offensive,40574
wirebud,1250,Killing Floor,1058
76561198059711677,730,Counter-Strike: Global Offensive,39788
Lunaii,42700,Call of Duty: Black Ops,3849
SuchDogeMuchWoW,550,Left 4 Dead 2,1741
76561198071819981,11020,TrackMania Nations Forever,212
76561198065593074,203750,Binary Domain,952
76561198088776018,240,Counter-Strike: Source,2682
76561198004203858,32430,STAR WARS™: The Force Unleashed™ Ultimate Sith Edition,696
76561198071117635,8930,Sid Meier's Civilization V,21755
DUMB1020120,730,Counter-Strike: Global Offensive,90756
Nightxlash,230410,Warframe,3842
lberetta,730,Counter-Strike: Global Offensive,36852
76561198006896411,291650,Pillars of Eternity,3930
WishForNight,261570,Ori and the Blind Forest,1474
76561198036687918,377160,Fallout 4,12331
thegreatds,230410,Warframe,12403
76561198095656344,730,Counter-Strike: Global Offensive,76914
76561198067214601,67370,The Darkness II,1072
aflooser,40800,Super Meat Boy,104
76561198067429032,40800,Super Meat Boy,92
HAPPYYYY,333930,Dirty Bomb,9
76561197964753680,333930,Dirty Bomb,2035
mrloopyland,261030,The Walking Dead: Season Two,1148
76561198154995501,51100,Tactical Intervention,469
amazingcpan,550,Left 4 Dead 2,2357
76561197995098683,214490,Alien: Isolation,2045
76561198078073381,202970,Call of Duty: Black Ops II,207
relesprit,8930,Sid Meier's Civilization V,7250
Delcari2,730,Counter-Strike: Global Offensive,43041
76561198044120483,108800,Crysis 2 Maximum Edition,1826
76561198047747981,730,Counter-Strike: Global Offensive,12715
76561198037396227,32500,STAR WARS™: The Force Unleashed™ II,2483
76561198030626433,231430,Company of Heroes 2,2086
76561198100179741,730,Counter-Strike: Global Offensive,4387
ArchangelItherael,4570,"Warhammer 40,000: Dawn of War - Game of the Year Edition",97
pwrt,230410,Warframe,142589
UberScapE,4580,"Warhammer 40,000: Dawn of War – Dark Crusade",215
redworld,200510,XCOM: Enemy Unknown,1312
tchannygod,730,Counter-Strike: Global Offensive,51278
PyroGT,1250,Killing Floor,1292
elarto56,250180,METAL SLUG 3,113
76561198066050451,20500,Red Faction: Guerrilla Steam Edition,2195
NUZXD,25830,Knights of Honor,1196
76561198101089412,730,Counter-Strike: Global Offensive,49919
HizStory,730,Counter-Strike: Global Offensive,65831
76561198071259016,730,Counter-Strike: Global Offensive,19847
SKR_UBZ,207610,The Walking Dead,1734
76561198096736743,333930,Dirty Bomb,227
YOuevenRoBOtMeOw,730,Counter-Strike: Global Offensive,41011
impurepaladin,41500,Torchlight,196
BewareWeLive,332800,Five Nights at Freddy's 2,395
76561198077728175,391460,WARMODE,84
keirookami,323470,DRAGON BALL XENOVERSE,1489
Pkpure,730,Counter-Strike: Global Offensive,18483
76561198098152088,550,Left 4 Dead 2,12650
BlackadderV,221380,Age of Empires II: HD Edition,3950
76561198061056821,730,Counter-Strike: Global Offensive,15643
Wortzong,208140,Endless Space,2396
76561198060440669,730,Counter-Strike: Global Offensive,21240
Pi0h,220,Half-Life 2,1126
janope,730,Counter-Strike: Global Offensive,32905
76561197971933349,389570,Mitos.is: The Game,25104
BestinTheWorldThund3r,360,Half-Life Deathmatch: Source,141
3423523425433425,230410,Warframe,1956
76561197971119511,730,Counter-Strike: Global Offensive,19938
airmartino347,261030,The Walking Dead: Season Two,247
joao_bobd,240,Counter-Strike: Source,6012
SnakeTails,201810,Wolfenstein: The New Order,3335
penetrationmonster,2280,The Ultimate DOOM,225
76561198056280925,10220,Postal 3,172
76561198086933353,730,Counter-Strike: Global Offensive,17944
supercheesetoaster,70,Half-Life,1199
camo88,240,Counter-Strike: Source,484
Cosmonaut123456789,12110,Grand Theft Auto: Vice City,178
76561198043797303,4570,"Warhammer 40,000: Dawn of War - Game of the Year Edition",2041
76561198063808374,730,Counter-Strike: Global Offensive,1880
76561198101634865,550,Left 4 Dead 2,2644
Pedro_Alberto,8930,Sid Meier's Civilization V,1406
76561198084300729,730,Counter-Strike: Global Offensive,71719
1343534566,550,Left 4 Dead 2,1379
76561198072623269,730,Counter-Strike: Global Offensive,6481
Scrfiin,1250,Killing Floor,1631
TWILLWOLF,353360,how do you Do It?,57
Hexeus,328940,The Deer God,253
Natty22,730,Counter-Strike: Global Offensive,85350
76561198069578096,206210,Gotham City Impostors: Free To Play,853
76561198089540481,1250,Killing Floor,921
Bradstuffer,730,Counter-Strike: Global Offensive,4763
76561198043441689,361700,Mortal Kombat: Legacy,0
76561198036618113,9480,Saints Row 2,934
76561197966764681,730,Counter-Strike: Global Offensive,339
512356,70,Half-Life,1395
dk_ith,730,Counter-Strike: Global Offensive,43676
mirki411,8930,Sid Meier's Civilization V,2180
765611980830929333,1250,Killing Floor,2140
cadeinminecraft,730,Counter-Strike: Global Offensive,13956
76561198074571299,730,Counter-Strike: Global Offensive,45793
joaodiniz67,202970,Call of Duty: Black Ops II,141
SethSentry,730,Counter-Strike: Global Offensive,40393
76561198071543022,22370,Fallout 3 - Game of the Year Edition,3945
Popcorncake,214950,Total War: ROME II - Emperor Edition,12747
76561198056984812,550,Left 4 Dead 2,1650
Deadpool996,550,Left 4 Dead 2,2156
meistersky,730,Counter-Strike: Global Offensive,56681
76561198126640317,333930,Dirty Bomb,2175
76561198032643792,209870,Blacklight: Retribution,1075
76561198061040271,231430,Company of Heroes 2,37969
pixlflames,730,Counter-Strike: Global Offensive,49221
GandalfsMagicwand,730,Counter-Strike: Global Offensive,12566
tishoo,40800,Super Meat Boy,294
squigy,204450,Call of Juarez Gunslinger,274
Invitedsnail,6550,Devil May Cry 3: Special Edition,13
FireNoodle,377160,Fallout 4,4761
BradS_23,730,Counter-Strike: Global Offensive,145626
76561198044618156,302830,BLOCKADE 3D,1189
Oh_Jesus,206210,Gotham City Impostors: Free To Play,254
76561198080345478,6060,STAR WARS™ Battlefront™ II,7426
Mezlinthedrezzin,22320,The Elder Scrolls III: Morrowind,18
shudipwnu,730,Counter-Strike: Global Offensive,47911
sgtion,730,Counter-Strike: Global Offensive,27891
Lachie42,260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,705
76561198076131644,63380,Sniper Elite V2,4639
Baileaf,286690,Metro 2033 Redux,321
manuelpr039,15700,Oddworld: Abe's Oddysee,126
lucasvx273,55230,Saints Row: The Third,1511
ONyMi,730,Counter-Strike: Global Offensive,8391
teerakron,1250,Killing Floor,3193
m1lkingdud,500,Left 4 Dead,592
AnUsMiLk,550,Left 4 Dead 2,1129
ifiwasasian,730,Counter-Strike: Global Offensive,32434
76561198082834742,24960,Battlefield: Bad Company 2,2276
111222333444555666888,8870,BioShock Infinite,1061
micky_d,55230,Saints Row: The Third,5671
76561198039700455,8870,BioShock Infinite,1050
76561198097704419,730,Counter-Strike: Global Offensive,25573
Kallepoipoi,730,Counter-Strike: Global Offensive,36709
76561198132286053,51100,Tactical Intervention,2484
6ex6ex6ex,55230,Saints Row: The Third,2254
76561198107928649,730,Counter-Strike: Global Offensive,70814
76561198061834064,24240,PAYDAY: The Heist,5753
76561198044026724,730,Counter-Strike: Global Offensive,32443
76561198044353999,730,Counter-Strike: Global Offensive,1173
76561198103382674,245550,Free to Play,89
Elk160,8930,Sid Meier's Civilization V,6393
76561198046412025,730,Counter-Strike: Global Offensive,16358
76561198068952127,209870,Blacklight: Retribution,6454
76561197990505840,730,Counter-Strike: Global Offensive,85987
kayne110,255420,Magic 2015,678
76561198054883833,8870,BioShock Infinite,770
Halio99,8930,Sid Meier's Civilization V,50156
tortoisecreative,221380,Age of Empires II: HD Edition,5677
playertheslayer,730,Counter-Strike: Global Offensive,25300
76561198101696219,240,Counter-Strike: Source,15
OptioMajoris,214950,Total War: ROME II - Emperor Edition,103064
76561198043451293,220,Half-Life 2,393
76561198058974541,730,Counter-Strike: Global Offensive,6123
76561198131096197,203140,Hitman: Absolution,1042
76561198104428121,550,Left 4 Dead 2,366
logokas,209870,Blacklight: Retribution,5698
jacobval99,220,Half-Life 2,5041
76561198177168627,730,Counter-Strike: Global Offensive,9045
Blakethesex,240,Counter-Strike: Source,50074
TheRealTidis,730,Counter-Strike: Global Offensive,26693
looongboy,24960,Battlefield: Bad Company 2,682
76561198012630014,240,Counter-Strike: Source,33542
matteth7,1250,Killing Floor,20015
76561198081460850,730,Counter-Strike: Global Offensive,15237
Freakazoidz,730,Counter-Strike: Global Offensive,886
magnetsbitch,730,Counter-Strike: Global Offensive,1722
76561198075581042,47890,The Sims(TM) 3,8801
themlgayylamo,51100,Tactical Intervention,106
76561198011372068,209160,Call of Duty: Ghosts,1388
spartanwarrior662,730,Counter-Strike: Global Offensive,24850
76561198072328653,345390,King's Quest,523
joshodonnell,214950,Total War: ROME II - Emperor Edition,14698
purpledragonfun,21090,F.E.A.R.,376
76561198046865931,730,Counter-Strike: Global Offensive,45011
76561198093737741,9480,Saints Row 2,895
76561198083323152,730,Counter-Strike: Global Offensive,15142
vrspanky,201810,Wolfenstein: The New Order,2056
jeshdotcom,730,Counter-Strike: Global Offensive,33348
76561198040774797,252530,OMSI 2,64178
76561198094966673,730,Counter-Strike: Global Offensive,52306
76561198065330196,730,Counter-Strike: Global Offensive,97555
madzit,8930,Sid Meier's Civilization V,24701
dignitasgMp,550,Left 4 Dead 2,763
Fagola69,332800,Five Nights at Freddy's 2,121
76561198000889832,38410,Fallout 2,554
76561198099905142,261030,The Walking Dead: Season Two,672
mysterd,40390,Risen 2 - Dark Waters,2811
76561198047515235,1250,Killing Floor,34037
NikkiRox,330830,Tales from the Borderlands,610
76561198097768337,20500,Red Faction: Guerrilla Steam Edition,963
76561198084785996,550,Left 4 Dead 2,281
ChrisEWOI,250320,The Wolf Among Us,689
76561198084499039,550,Left 4 Dead 2,1032
76561198053085687,1250,Killing Floor,446
76561198083867078,204100,Max Payne 3,451
76561198201849275,240,Counter-Strike: Source,604
saSZapauer,730,Counter-Strike: Global Offensive,16058
fruity_ninja,55230,Saints Row: The Third,703
76561198148674853,730,Counter-Strike: Global Offensive,78856
DocFortress,550,Left 4 Dead 2,6161
76561197970982479,1250,Killing Floor,10006
meltingman234,251630,The Impossible Game,194
Bowmore,261030,The Walking Dead: Season Two,550
76561198054970463,220,Half-Life 2,990
Yingzi12,730,Counter-Strike: Global Offensive,46387
lodesofemone,420,Half-Life 2: Episode Two,1
76561198073044894,239660,Soldier Front 2,6773
76561198094665607,1250,Killing Floor,1424
HubDubs,232090,Killing Floor 2,1004
SteamPunkDude227,17390,Spore,372
Letachal,400,Portal,304
76561198090446169,230410,Warframe,5307
skilltablet,730,Counter-Strike: Global Offensive,1146
ysarge,2500,Shadowgrounds,176
NrGBuffalo,40800,Super Meat Boy,422
6935,38410,Fallout 2,2798
76561198067429032,38410,Fallout 2,352
GREENMAN41,230410,Warframe,179005
goatt4life,1250,Killing Floor,772
76561198122930698,335330,Brick-Force,153
kinshu,55230,Saints Row: The Third,1772
Ranev,10500,Empire: Total War,4230
BESTPERSON,4760,Rome: Total War,55
YourOwnMax,550,Left 4 Dead 2,22705
dandan472,730,Counter-Strike: Global Offensive,23494
FrostyBlizzard,63380,Sniper Elite V2,25
76561198065102350,730,Counter-Strike: Global Offensive,36038
EchoXSilence,730,Counter-Strike: Global Offensive,21486
profit_m8,730,Counter-Strike: Global Offensive,84813
76561197990772718,261570,Ori and the Blind Forest,1089
coolslayer666,730,Counter-Strike: Global Offensive,29070
Miami_Max,209160,Call of Duty: Ghosts,562
XuMeneghel,730,Counter-Strike: Global Offensive,371
29123,333930,Dirty Bomb,10610
76561198038659583,4580,"Warhammer 40,000: Dawn of War – Dark Crusade",7085
MemeMeisterMatt,730,Counter-Strike: Global Offensive,47681
zevlupine,291650,Pillars of Eternity,1064
76561198059501863,200170,Worms Revolution,469
711armageddoncarmageddon,9480,Saints Row 2,2693
76561198028647230,730,Counter-Strike: Global Offensive,9130
194847383,550,Left 4 Dead 2,1838
Gadwall7,8930,Sid Meier's Civilization V,3603
76561198044023118,232090,Killing Floor 2,3807
Nataszz,730,Counter-Strike: Global Offensive,14009
76561198068976644,1250,Killing Floor,592
seantheextraprawnsheepguy,47810,Dragon Age: Origins - Ultimate Edition,2326
psn_jmcgamer12,730,Counter-Strike: Global Offensive,17427
Noongar12,730,Counter-Strike: Global Offensive,65599
soulsphere33,550,Left 4 Dead 2,4173
TSGStosh,17300,Crysis,151
cytress,730,Counter-Strike: Global Offensive,4080
stasly,47920,Shift 2 Unleashed,33
archangel147,32400,STAR WARS™: Dark Forces,672
negrosarcastico,730,Counter-Strike: Global Offensive,1107
IamSytrix,261030,The Walking Dead: Season Two,634
76561198092226373,202970,Call of Duty: Black Ops II,95
mrstacks,221380,Age of Empires II: HD Edition,18
liammcb,288470,Fable Anniversary,940
BloodyBladeXero,227100,Sniper Elite: Nazi Zombie Army,525
76561198084051373,377160,Fallout 4,11856
Bladeking68,10680,Aliens vs. Predator,468
76561198139069618,730,Counter-Strike: Global Offensive,92063
beccsbarney2013,204100,Max Payne 3,129
_sc0tt_,332800,Five Nights at Freddy's 2,37
dafishguy,313160,Farming Simulator 15,37
Murix,2300,DOOM II: Hell on Earth,18
76561198070997482,24810,Command and Conquer 3: Kane's Wrath,2713
epicbumface,204100,Max Payne 3,633
76561198027601501,4700,Medieval II: Total War,5720
76561198077583455,251630,The Impossible Game,249
76561198009177886,10500,Empire: Total War,9191
PrimeDarkEther,730,Counter-Strike: Global Offensive,3033
76561198159513738,730,Counter-Strike: Global Offensive,22877
76561198085715384,10,Counter-Strike,1349
TheSuccIsGudd,250320,The Wolf Among Us,386
anonymousHQ101,550,Left 4 Dead 2,1360
Harrasian,3920,Sid Meier's Pirates!,852
orangejuiceanddoobies,209650,Call of Duty: Advanced Warfare,554
76561197970972400,25700,Madballs in...Babo: Invasion,12
Jantoz,730,Counter-Strike: Global Offensive,170319
stanlyski,8930,Sid Meier's Civilization V,2297
psn_jmcgamer12,550,Left 4 Dead 2,7374
Ratchet719,22000,World of Goo,176
eiglow,220,Half-Life 2,3397
backfatter,730,Counter-Strike: Global Offensive,58360
note551,230410,Warframe,52250
shaunsean,8870,BioShock Infinite,656
rattlesn,730,Counter-Strike: Global Offensive,32356
cyan101,292120,FINAL FANTASY XIII,980
76561198041168713,730,Counter-Strike: Global Offensive,11432
Pink_Gib,250900,The Binding of Isaac: Rebirth,7458
76561198086988105,550,Left 4 Dead 2,5967
76561198042151503,8600,RACE 07,11700
BaaBaaCowSheep,202970,Call of Duty: Black Ops II,258
hoarbiscuit,55230,Saints Row: The Third,7086
76561198090658129,730,Counter-Strike: Global Offensive,40553
76561197970972400,730,Counter-Strike: Global Offensive,10583
76561198105239601,239660,Soldier Front 2,892
76561197977544920,97330,Magic: The Gathering - Duels of the Planeswalkers 2013,4002
76561198061021230,9200,RAGE,873
76561198063986589,17080,Tribes: Ascend,326
76561198086646719,15120,Tom Clancy's Rainbow Six: Vegas 2,625
76561198086119658,7830,Men of War,1660
76561198025489159,214870,Painkiller Hell & Damnation,114
Posiblydead,277430,Halo: Spartan Assault,335
76561198026239418,369580,NotGTAV,7
76561198067914627,377160,Fallout 4,12527
you31,17470,Dead Space,412
JosephBarrett,233840,Worms Clan Wars,1252
yokta,235800,Audiosurf 2,2342
76561198077113035,550,Left 4 Dead 2,514
FrostyBlizzard,8930,Sid Meier's Civilization V,11220
76561198093749122,50130,Mafia II,2718
macaso,245550,Free to Play,286
76561198041778707,730,Counter-Strike: Global Offensive,136098
76561198115194725,730,Counter-Strike: Global Offensive,89359
76561198081091469,730,Counter-Strike: Global Offensive,40903
76561198159891952,730,Counter-Strike: Global Offensive,49585
longinus,65930,The Bureau: XCOM Declassified,1004
76561198085916165,22320,The Elder Scrolls III: Morrowind,3515
jach5270,550,Left 4 Dead 2,6030
Dragonitesunite,323470,DRAGON BALL XENOVERSE,2602
shamez195,730,Counter-Strike: Global Offensive,36064
76561198030475957,730,Counter-Strike: Global Offensive,92441
76561198064258570,730,Counter-Strike: Global Offensive,25779
KurusuElVAC,389570,Mitos.is: The Game,9168
76561198049772592,730,Counter-Strike: Global Offensive,2363
76561198117645959,730,Counter-Strike: Global Offensive,29052
beegeemdfk,730,Counter-Strike: Global Offensive,50271
KappaKaiju,8870,BioShock Infinite,550
AdvancedUnit,209870,Blacklight: Retribution,152
jetfantastic,274920,FaceRig,504
76561198049556885,730,Counter-Strike: Global Offensive,44018
hauntedblast,286690,Metro 2033 Redux,556
76561198073725626,730,Counter-Strike: Global Offensive,12430
ChrisEWOI,310370,The Way of Life Free Edition,26
BecHyIIIka,730,Counter-Strike: Global Offensive,13386
Buttole,240,Counter-Strike: Source,150
oishigreenteaisaverynicedrink,209870,Blacklight: Retribution,9204
ABuErQi,550,Left 4 Dead 2,669
SimplyKappa,8870,BioShock Infinite,956
TheyCallMeDaRrk,8870,BioShock Infinite,1345
345675,730,Counter-Strike: Global Offensive,8300
CentrelinkRejectedMe,730,Counter-Strike: Global Offensive,61802
IKillNoobsFirst,730,Counter-Strike: Global Offensive,126915
kharr999,232090,Killing Floor 2,4518
76561198085838339,39150,FINAL FANTASY VIII,22390
EthanDennisMcKormick,550,Left 4 Dead 2,62278
wickedcoolmeme,357480,Frozen Free Fall: Snowball Fight,27
DonaldsSmallLoan,3483,Peggle Extreme,116
76561198066279729,730,Counter-Strike: Global Offensive,10549
76561198083185396,730,Counter-Strike: Global Offensive,65940
SALTTHEW0UND,550,Left 4 Dead 2,309
RAINZFOXX,6910,Deus Ex: Game of the Year Edition,2001
icantwait,17330,Crysis Warhead,334
pon2543007,13570,Tom Clancy's Splinter Cell: Chaos Theory,1138
76561198055170291,300,Day of Defeat: Source,114
12779,22330,The Elder Scrolls IV: Oblivion ,1451
Xemmedi,730,Counter-Strike: Global Offensive,41115
76561198105584051,730,Counter-Strike: Global Offensive,51750
76561198040946765,222750,Wargame: AirLand Battle,4652
Lunaii,376870,Minecraft: Story Mode - A Telltale Games Series,565
DEx-XYZ,550,Left 4 Dead 2,3400
Clinkzton,22370,Fallout 3 - Game of the Year Edition,3347
76561198073618741,370240,NBA 2K16,15651
76561198050728013,550,Left 4 Dead 2,1545
youdog12345,730,Counter-Strike: Global Offensive,49800
NepgearDetsu,55230,Saints Row: The Third,3021
76561198080855979,500,Left 4 Dead,1878
manuelpr039,9480,Saints Row 2,566
76561198024744929,17300,Crysis,323
Gaben_Z,8930,Sid Meier's Civilization V,11700
blizzard_reflex,200510,XCOM: Enemy Unknown,4615
76561198085399133,209870,Blacklight: Retribution,443
1iam1iam1iam,201810,Wolfenstein: The New Order,2709
76561198089545153,232090,Killing Floor 2,2763
wildboynz,201810,Wolfenstein: The New Order,1194
eeeeeeeeeltruT,250900,The Binding of Isaac: Rebirth,7192
melonmaniac,730,Counter-Strike: Global Offensive,118942
twan-newn,730,Counter-Strike: Global Offensive,53691
76561198074894911,332310,LEGO® Worlds,336
76561198093656407,200510,XCOM: Enemy Unknown,667
toliman,8930,Sid Meier's Civilization V,2392
Hobgoblin101,55230,Saints Row: The Third,168
hvf,1250,Killing Floor,1496
76561198074968696,230410,Warframe,2261
jaico99rules,9160,Master Levels for DOOM II,14
76561198066651573,550,Left 4 Dead 2,8257
sunnydazeex,239350,Spelunky,1930
banjo123,730,Counter-Strike: Global Offensive,88186
Ranev,6060,STAR WARS™ Battlefront™ II,3320
76561198051767433,730,Counter-Strike: Global Offensive,39549
sniperspot111,730,Counter-Strike: Global Offensive,36184
76561198048437384,202970,Call of Duty: Black Ops II,311
76561198094961153,232090,Killing Floor 2,1868
sperkzdesu,730,Counter-Strike: Global Offensive,36493
JazzyS465,730,Counter-Strike: Global Offensive,81964
THEGHOST646,10180,Call of Duty: Modern Warfare 2,247
OfficialSenix,730,Counter-Strike: Global Offensive,78410
ShureddoWeaboo,730,Counter-Strike: Global Offensive,159139
Crackleking76,96800,Nexuiz,16
76561198060571519,240,Counter-Strike: Source,219
76561198062039624,8930,Sid Meier's Civilization V,31972
OmniHorizon,20500,Red Faction: Guerrilla Steam Edition,272
Skudz,550,Left 4 Dead 2,5421
76561198055815784,209160,Call of Duty: Ghosts,88
76561198037541199,245490,Trials Fusion,5020
76561198066203399,730,Counter-Strike: Global Offensive,40604
Like_A_Director,210550,Angry Birds Space,105
76561198057020692,550,Left 4 Dead 2,2493
76561198069615116,730,Counter-Strike: Global Offensive,18883
76561198057723496,1250,Killing Floor,1083
yisuschurches,8870,BioShock Infinite,1908
ac_elite,261030,The Walking Dead: Season Two,502
mass232,730,Counter-Strike: Global Offensive,30986
doctr,250320,The Wolf Among Us,778
AirForce101HD,730,Counter-Strike: Global Offensive,51405
tacticalinjustice,8930,Sid Meier's Civilization V,1429
76561198137267002,1250,Killing Floor,1577
sergei_from_kazakhstan,12810,Overlord II,1148
milez1987,25010,Lugaru HD ,5
rpsntc,50130,Mafia II,2176
heyitissantooo,40800,Super Meat Boy,972
lucasdf,250900,The Binding of Isaac: Rebirth,10368
wadiyatalknabeet,386360,SMITE,46
Rager1345,282440,Quake Live,391
76561198111531052,8930,Sid Meier's Civilization V,3874
Aurora99,550,Left 4 Dead 2,8075
76561198117068101,209650,Call of Duty: Advanced Warfare,968
ilovehamstersandbunnies,340,Half-Life 2: Lost Coast,95
420DankMasterKush420,34900,Bad Rats,154
76561198036618113,301910,Saints Row: Gat out of Hell,2448
76561198066084140,214950,Total War: ROME II - Emperor Edition,13548
36864,8930,Sid Meier's Civilization V,5452
PedroFranja,207610,The Walking Dead,871
arashk1996,230410,Warframe,21070
76561198077695125,245550,Free to Play,284
bloodboot,730,Counter-Strike: Global Offensive,2670
pencilspankerjunior,730,Counter-Strike: Global Offensive,85988
DarthDunsparce,6060,STAR WARS™ Battlefront™ II,1359
76561198073199110,730,Counter-Strike: Global Offensive,22282
doctor_who93,730,Counter-Strike: Global Offensive,10032
YODADRUGS,730,Counter-Strike: Global Offensive,37485
krogdog,45300,Wings of Prey,1955
76561198043153333,730,Counter-Strike: Global Offensive,10078
Arishaz,10180,Call of Duty: Modern Warfare 2,1315
76561198081026741,730,Counter-Strike: Global Offensive,42254
fusion12,730,Counter-Strike: Global Offensive,39497
yolofaceguy,250320,The Wolf Among Us,1469
SubieTec,202310,Ridge Racer™ Unbounded,3721
76561197999075044,226720,Lost Planet 3,820
76561197979046612,221380,Age of Empires II: HD Edition,4229
goldnugget666,333930,Dirty Bomb,1280
tdog486,550,Left 4 Dead 2,1006
76561198093826511,222750,Wargame: AirLand Battle,3156
