release_date,recommend,sentimiento,año_posted
2012,1,2,2014
2012,1,2,2015
2012,1,2,2014
2012,1,1,2015
2012,1,2,2014
2012,1,0,2015
2012,1,1,2014
2012,1,1,2015
2012,1,2,2014
2012,1,2,2014
2012,1,1,2014
2012,0,1,2014
2012,1,2,2014
2012,0,2,2014
2012,1,2,2015
2013,1,2,2013
2013,1,2,2014
0,1,2,2015
0,1,2,2015
2013,1,1,2014
2013,1,2,2013
2013,1,2,2015
2013,1,2,2014
2013,1,2,2014
2013,1,2,2014
2013,1,1,2015
2013,1,1,2013
2013,1,2,2013
2013,1,2,2014
2013,1,2,2014
2013,1,0,2015
2013,1,1,2014
2013,1,2,2014
2013,1,2,2014
2013,1,2,2015
2013,1,2,2015
2013,1,2,2014
2013,1,2,2014
2013,1,1,2013
2013,1,2,2015
2013,1,2,2014
2013,1,2,2013
2013,1,2,2015
2013,0,0,2015
2013,1,1,2015
2013,1,2,2013
2013,1,2,2015
2013,1,2,2015
2013,1,2,2013
2013,1,2,2014
2013,0,2,2013
2013,1,1,2015
2013,1,2,2015
2013,1,2,2014
2013,0,1,2014
2013,1,2,2015
2013,0,1,2015
2013,1,2,2014
2013,1,2,2013
2013,1,2,2014
2013,1,2,2015
2013,1,2,2015
2013,1,2,2015
2013,1,1,2013
2013,1,2,2014
2013,1,2,2015
2013,1,2,2015
2013,1,1,2014
2013,1,2,2014
2013,1,2,2014
2013,1,2,2015
2013,1,2,2014
2013,1,0,2013
2013,0,1,2014
2013,1,2,2013
2013,1,2,2014
2013,1,2,2015
2013,1,2,2014
2013,1,2,2014
2013,1,2,2014
2013,1,2,2014
2013,1,0,2015
2013,1,1,2015
2013,1,1,2015
2013,1,1,2013
2013,1,0,2015
2013,1,1,2015
2013,0,2,2014
2013,1,1,2015
2013,1,2,2015
2013,0,1,2015
2013,1,2,2014
2013,1,2,2013
2013,1,2,2014
2013,1,1,2015
2013,0,0,2014
2013,1,2,2014
2013,1,1,2015
2013,1,1,2014
2013,1,0,2013
2013,1,2,2014
2013,1,0,2014
2013,1,2,2015
2013,0,0,2015
2013,1,1,2014
2013,1,2,2014
2013,1,1,2015
2013,1,2,2015
2013,0,0,2015
2013,1,2,2014
2013,0,2,2015
2013,1,1,2014
2013,1,1,2013
2013,1,2,2015
2013,1,1,2014
2013,1,2,2014
2013,1,2,2014
2013,1,2,2013
2013,1,2,2015
2013,1,2,2014
2013,1,2,2013
2013,1,2,2014
2013,1,2,2015
1997,1,2,2013
2013,1,2,2013
2013,1,2,2013
2013,1,2,2013
2013,1,2,2014
2013,1,2,2015
2013,1,2,2015
2013,1,2,2014
2013,1,2,2014
2013,1,2,2014
2013,1,0,2014
2013,1,2,2014
2013,1,2,2014
2013,1,2,2013
2013,1,2,2015
2013,1,2,2013
2013,1,2,2014
2013,1,2,2015
2013,1,2,2015
2013,1,2,2015
2013,0,2,2014
2013,1,2,2013
2013,1,1,2013
2013,1,2,2013
2013,1,2,2014
2013,1,2,2013
2013,1,2,2014
2013,1,2,2014
2013,1,1,2013
2013,0,0,2013
2013,1,2,2015
2013,1,2,2015
2013,1,2,2015
2013,1,2,2015
2013,1,0,2014
2013,1,0,2014
2013,1,1,2014
2013,1,2,2014
2013,1,0,2014
2013,1,2,2014
2015,1,2,2013
2015,1,2,2014
2015,0,0,2015
2015,1,2,2015
2015,1,2,2014
2015,1,2,2014
2015,1,2,2013
2015,1,0,2014
2015,1,2,2014
2015,1,2,2013
2015,0,0,2015
2015,1,2,2015
2015,0,2,2014
2015,1,2,2014
2013,1,2,2015
2013,1,1,2014
2013,1,2,2015
2013,1,2,2015
2013,1,2,2014
2013,1,1,2014
2013,1,2,2015
2013,1,2,2015
2013,0,2,2015
2013,1,2,2014
2013,1,2,2013
2013,1,2,2014
2013,1,2,2013
2013,1,2,2013
2013,1,2,2013
2013,1,2,2013
2013,1,1,2014
2013,1,1,2014
2013,1,1,2014
2013,1,1,2014
2013,1,1,2014
2013,1,0,2013
2013,1,2,2014
2013,1,2,2015
2013,1,2,2015
2013,1,2,2015
2013,1,2,2015
2013,1,2,2013
2013,1,2,2014
2013,1,2,2014
2013,1,2,2014
2013,1,2,2013
2013,1,2,2013
2013,1,2,2014
2013,1,2,2014
2013,1,2,2014
2013,1,2,2014
2013,1,2,2014
2013,1,2,2015
2013,1,2,2014
2013,1,1,2014
2013,1,2,2013
2013,1,2,2015
2013,1,2,2014
2013,1,2,2014
2013,1,1,2014
2013,1,0,2014
2013,1,2,2013
2013,1,2,2014
2013,1,2,2014
2013,1,2,2015
2013,1,2,2014
2013,1,2,2013
2013,1,0,2013
2013,1,2,2014
2013,0,2,2015
2013,1,2,2014
2013,1,2,2014
2013,1,0,2014
2013,1,2,2014
2013,1,2,2015
2013,1,2,2014
2013,1,2,2014
2013,1,2,2014
2013,1,2,2014
2013,1,2,2014
2013,1,2,2014
2013,1,1,2014
1996,1,1,2015
1996,1,1,2015
1996,1,1,2015
1996,1,1,2015
2013,1,0,2014
2013,1,2,2014
2013,1,0,2013
2013,1,2,2014
2013,0,1,2014
2013,1,2,2015
2013,1,1,2014
2013,1,2,2015
2012,0,0,2014
2014,1,2,2013
2013,1,0,2015
2013,1,2,2015
2013,1,1,2014
2013,1,1,2014
2013,1,1,2014
2013,1,1,2014
2013,0,1,2014
2013,0,1,2015
2013,1,2,2015
2013,0,0,2014
2013,0,0,2014
2013,0,0,2014
2013,0,0,2014
2013,0,2,2014
2013,1,0,2014
2014,1,2,2014
2014,1,2,2014
2014,1,1,2014
2014,1,1,2014
2014,1,2,2014
2014,1,2,2014
2014,1,1,2014
2014,1,0,2014
2014,1,2,2014
2014,1,2,2015
2014,1,2,2014
2014,1,1,2014
2014,1,2,2014
2014,1,1,2014
2014,1,0,2015
2014,1,2,2014
2014,1,2,2014
2014,1,2,2014
2014,1,2,2014
2014,1,2,2014
2014,1,1,2014
2004,0,0,2015
2007,0,2,2014
2014,1,2,2014
2014,1,2,2014
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,0,2,2015
2014,1,2,2014
2014,1,2,2014
2014,1,1,2015
2014,1,2,2014
2014,1,2,2014
2014,1,2,2014
2014,1,2,2014
2014,1,2,2014
2014,1,2,2014
2014,1,2,2014
2014,1,2,2015
2014,0,2,2015
2014,1,2,2014
2014,0,0,2014
2014,0,2,2014
2014,1,2,2015
2014,1,2,2014
2011,1,2,2014
2014,1,2,2014
2014,1,2,2014
2014,1,2,2014
2014,0,2,2015
2014,0,2,2014
2014,0,2,2014
2014,0,2,2015
2014,1,2,2014
2014,1,2,2014
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,1,1,2014
2014,0,0,2015
2007,1,0,2015
2004,1,2,2015
2004,1,2,2015
2014,1,1,2015
2014,1,2,2014
2014,1,2,2015
2014,1,2,2014
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,1,1,2015
2014,1,0,2015
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,1,1,2015
2014,1,1,2015
2014,1,1,2015
2014,1,0,2015
2014,0,2,2014
2014,1,2,2014
2014,1,2,2014
2014,1,2,2015
2014,1,2,2015
2014,1,0,2015
2014,0,1,2015
2014,1,2,2014
2014,1,2,2014
2014,0,2,2014
2014,0,2,2014
2014,0,1,2015
2014,1,2,2015
2014,1,0,2014
2014,1,2,2014
2014,1,1,2014
2014,1,2,2014
2014,1,2,2014
2014,1,0,2014
2014,1,2,2015
2014,1,2,2014
2014,1,2,2015
2014,1,2,2014
2004,1,0,2014
2004,1,0,2014
2004,1,2,2015
2004,1,2,2015
2011,0,0,2014
2014,0,0,2014
2014,0,0,2014
2011,1,2,2014
2014,1,2,2014
2014,0,2,2014
2003,1,2,2014
2014,1,0,2014
2014,1,1,2015
2014,1,0,2014
2014,1,0,2015
2014,1,2,2014
2014,1,0,2015
2014,1,0,2014
2014,0,0,2014
2014,1,2,2015
2014,1,2,2015
2014,1,1,2014
2014,1,1,2014
2014,1,1,2014
2014,1,1,2014
2014,1,2,2015
2014,1,2,2014
2014,1,2,2014
2014,1,1,2014
2014,1,2,2014
2014,1,1,2014
2014,1,2,2015
2014,1,2,2014
2014,0,0,2014
2014,1,2,2015
2014,1,2,2014
2014,1,0,2015
2014,1,2,2015
2014,1,0,2015
2014,1,2,2015
2014,1,1,2015
2014,1,2,2015
2014,1,1,2014
2014,1,2,2014
2014,1,1,2015
2014,1,2,2015
2014,1,2,2015
2014,1,0,2015
2014,1,1,2015
2014,1,2,2014
2014,1,1,2014
2014,1,0,2014
2014,1,1,2015
2014,1,1,2014
2014,1,2,2014
2014,1,0,2015
2014,1,2,2014
2014,1,2,2015
2014,1,2,2014
2014,1,2,2014
2014,1,1,2015
2014,1,1,2015
2014,1,1,2015
2014,1,1,2015
2014,1,2,2014
2014,1,1,2015
2014,1,2,2015
2014,1,1,2014
2014,1,0,2014
2014,1,2,2015
2014,1,2,2014
2014,1,2,2014
2014,1,2,2015
2014,1,1,2015
2014,1,1,2014
2014,1,0,2014
2014,1,2,2014
2014,1,2,2014
2014,1,2,2014
2014,1,2,2015
2014,1,0,2015
2014,1,2,2015
2014,1,2,2014
2014,1,1,2015
2014,1,2,2015
2014,1,0,2014
2014,1,0,2015
2014,1,2,2014
2014,1,2,2015
2014,1,2,2014
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,1,1,2014
2014,1,2,2014
2014,1,2,2015
2014,1,1,2015
2014,1,0,2015
2014,1,0,2015
2014,1,1,2015
2014,1,2,2014
2014,1,1,2014
2014,1,2,2014
2014,1,2,2015
2014,1,0,2015
2014,1,0,2014
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,1,2,2014
2014,1,2,2014
2014,1,2,2015
2014,1,2,2015
2014,1,2,2014
2014,1,2,2014
2014,1,0,2014
2014,1,0,2014
2014,1,2,2015
2014,1,0,2015
2014,1,0,2015
2014,1,2,2014
2014,1,2,2014
2014,1,2,2014
2014,1,2,2014
2014,1,1,2015
2014,1,2,2014
2014,1,2,2015
2014,1,2,2015
2014,1,0,2015
2014,1,2,2014
2014,1,0,2014
2014,1,0,2015
2014,1,2,2014
2014,1,2,2015
2014,1,0,2014
2014,1,2,2014
2014,1,1,2015
2014,1,0,2014
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,1,2,2014
2014,1,2,2015
2014,1,0,2014
2014,1,2,2014
2014,1,0,2014
2014,1,2,2014
2014,1,2,2014
2014,1,0,2015
2014,1,1,2015
2014,1,2,2015
2014,1,1,2015
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,1,0,2015
2014,1,2,2014
2014,1,2,2015
2014,1,2,2014
2014,1,2,2015
2014,1,2,2015
2014,1,0,2015
2014,1,2,2014
2014,1,2,2014
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,1,0,2015
2014,1,1,2014
2014,1,1,2014
2014,1,2,2014
2014,0,0,2015
2014,1,0,2014
2014,0,0,2015
2014,1,2,2014
2014,1,2,2015
2014,0,2,2015
2014,0,1,2015
2014,0,1,2015
2014,1,1,2014
2014,1,2,2015
2014,0,2,2015
2014,0,2,2015
2014,0,2,2015
2014,0,2,2015
2014,1,2,2015
2014,0,2,2015
2014,0,2,2015
2014,1,2,2014
2014,1,2,2015
2014,0,2,2015
2014,1,1,2015
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,0,0,2015
2014,0,0,2015
2014,0,0,2015
2014,0,0,2015
2014,0,0,2014
2014,0,0,2014
2014,1,1,2015
2014,1,2,2015
2014,1,2,2015
2014,0,2,2015
2014,0,2,2015
2014,0,2,2015
2014,1,1,2015
2014,0,0,2015
2014,0,0,2015
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,0,1,2014
2014,1,2,2015
2014,1,2,2015
2014,1,0,2014
2014,1,2,2015
2014,1,2,2015
2014,0,2,2015
2014,1,1,2014
2014,0,1,2015
2014,1,2,2015
2014,1,1,2015
2014,1,2,2015
2015,1,2,2015
2013,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,0,0,2015
2015,1,2,2015
2015,1,2,2015
2015,0,0,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,0,0,2015
2015,1,2,2015
2015,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2014,1,2,2015
2015,1,0,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,1,2015
2015,1,1,2015
2015,1,1,2015
2015,1,1,2015
2015,1,1,2015
2015,1,2,2015
2015,1,0,2015
2015,1,2,2015
2015,1,1,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,1,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,0,2015
2004,1,2,2015
2014,0,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,1,2015
2015,1,2,2015
2015,0,0,2015
2015,0,0,2015
2015,0,2,2015
2015,1,2,2015
2013,1,2,2015
2016,0,2,2015
2016,0,0,2015
2016,0,0,2015
2016,1,2,2015
2016,1,2,2015
2016,1,2,2015
2016,0,0,2015
2014,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,0,2015
2015,1,2,2015
2015,1,1,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,0,2015
2015,1,1,2014
2015,1,2,2014
2015,1,1,2015
2015,1,2,2014
2015,1,2,2014
2015,1,2,2014
2015,0,0,2015
2015,1,1,2014
2015,1,2,2014
2015,1,1,2015
2015,0,0,2015
2015,1,2,2015
2015,1,2,2015
2014,1,2,2015
2015,1,0,2015
2015,1,1,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,1,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,1,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,0,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2006,1,2,2015
2006,1,2,2015
2009,0,2,2015
2009,0,2,2015
2009,0,2,2015
2009,0,2,2015
2009,0,2,2014
2009,1,2,2015
2009,1,2,2015
2009,1,2,2013
2009,0,2,2015
2009,0,0,2014
2009,1,2,2014
2009,1,2,2014
2009,1,2,2014
2009,1,2,2014
2009,1,2,2015
2009,0,2,2014
2009,1,2,2010
2009,1,2,2014
2009,1,1,2014
2009,0,0,2015
2009,0,2,2015
2009,1,1,2012
2009,1,2,2012
2009,1,1,2015
2009,1,1,2013
2009,0,2,2014
2009,1,2,2014
2009,1,2,2015
2015,1,2,2015
2015,0,0,2015
2015,1,2,2015
2015,1,2,2015
2015,1,1,2015
2016,1,2,2015
2016,1,2,2015
2016,1,2,2015
2016,1,2,2015
2016,1,2,2015
2016,0,0,2015
2016,1,0,2015
2016,1,2,2015
2016,0,2,2015
2016,1,0,2015
2016,1,1,2015
2016,1,0,2015
2016,1,1,2015
2016,1,2,2014
2016,1,0,2015
2016,1,1,2015
2016,1,2,2015
2016,1,2,2015
2016,1,1,2015
2016,0,0,2015
2016,1,2,2015
2016,1,2,2015
2016,1,2,2015
2016,1,0,2015
2016,1,2,2015
2016,0,0,2015
2016,0,0,2015
2016,0,2,2015
2016,1,2,2015
2016,1,2,2015
2016,1,0,2015
2016,1,0,2015
2016,1,2,2015
2016,0,0,2015
2016,1,2,2015
2016,1,2,2015
2016,1,2,2015
2016,1,2,2015
2016,1,2,2015
2016,0,0,2015
2016,1,2,2015
2016,1,1,2015
2016,0,0,2015
2016,1,1,2015
2016,1,1,2015
2016,1,1,2015
2016,1,1,2015
2016,1,1,2015
2016,0,0,2015
2016,1,2,2015
2016,1,2,2015
2016,0,0,2015
2016,1,0,2015
2016,1,2,2015
2016,1,0,2015
2016,1,2,2015
2016,1,2,2015
2016,1,0,2015
2016,1,2,2015
2016,1,1,2015
2016,1,1,2015
2016,1,0,2015
2016,1,1,2015
2016,1,0,2015
2016,1,2,2015
2016,1,2,2015
2016,0,0,2015
2016,1,1,2015
2016,1,2,2015
2016,1,1,2015
2016,1,2,2015
2016,1,2,2015
2016,1,0,2015
2016,1,2,2015
2016,1,2,2015
2016,1,2,2015
2016,1,1,2015
2016,1,1,2015
2016,1,0,2015
2016,1,2,2015
2016,1,2,2015
2016,1,2,2015
2016,1,2,2015
2016,1,0,2015
2016,1,2,2015
2016,1,1,2015
2016,1,1,2015
2016,1,2,2015
2016,0,2,2015
2016,1,2,2015
2016,1,1,2015
2016,1,2,2015
2016,1,1,2015
2016,1,1,2015
2016,1,1,2015
2016,1,2,2015
2016,0,0,2015
2016,1,0,2015
2016,1,2,2015
2016,1,2,2015
2016,0,2,2015
2016,1,2,2015
2016,1,1,2015
2016,1,2,2015
2016,1,2,2015
2016,1,2,2015
2016,1,2,2015
2016,1,2,2015
2016,1,2,2015
2016,1,2,2015
2016,1,2,2015
2016,1,2,2015
2016,1,2,2015
2016,1,2,2015
2016,1,1,2015
2016,0,1,2015
2016,1,1,2015
2016,1,0,2015
2016,1,2,2015
2016,1,2,2015
2016,1,0,2015
2016,1,0,2015
2016,1,1,2015
2016,1,0,2015
2016,1,1,2015
2016,0,0,2015
2016,1,2,2015
2016,1,1,2015
2016,1,2,2015
2016,1,2,2015
2016,1,1,2015
2016,1,0,2015
2017,1,1,2015
2017,1,1,2015
2017,1,1,2015
2017,1,2,2015
2017,1,0,2015
2017,1,2,2015
2017,1,2,2015
2017,1,2,2015
2017,0,1,2015
2017,1,2,2015
2017,1,2,2015
2017,1,1,2015
2017,1,1,2015
2017,1,0,2015
2017,1,0,2015
2017,0,0,2015
2017,1,2,2015
2017,1,2,2015
2017,0,0,2015
2017,0,0,2015
2017,0,0,2015
2017,1,2,2015
2017,1,0,2015
2017,1,2,2015
2017,0,0,2015
2017,1,2,2015
2017,1,0,2015
2017,1,2,2015
2017,1,2,2015
2017,1,2,2015
2016,1,2,2015
2016,1,2,2014
2016,1,2,2014
2016,1,2,2014
2016,1,2,2014
2016,1,2,2015
2016,1,2,2014
2016,1,2,2015
2010,1,0,2015
2015,0,2,2015
1997,1,2,2015
1997,1,2,2015
1997,1,0,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,0,2015
2015,1,2,2015
2015,1,1,2015
2015,1,2,2015
2015,1,2,2015
2015,1,1,2015
2015,1,2,2015
2015,1,2,2015
2015,1,1,2015
2015,1,2,2015
2015,1,2,2015
2015,0,0,2015
2015,1,2,2015
2015,0,1,2015
2015,0,1,2015
2015,1,0,2015
2015,0,1,2015
2015,1,2,2015
2015,1,0,2015
2015,1,1,2015
2015,1,0,2015
2015,0,1,2015
2015,1,2,2015
2015,1,0,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2003,1,2,2015
2015,0,0,2015
2015,1,2,2015
2015,1,2,2015
2015,1,1,2015
2015,1,1,2015
2015,1,2,2015
2015,1,0,2015
2015,1,2,2015
2015,1,2,2015
2015,1,1,2015
2015,1,0,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,1,2015
2015,1,2,2015
2015,0,2,2015
2015,1,2,2015
2015,1,0,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,0,2015
2015,1,0,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,0,2015
2015,1,0,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,0,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,0,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,0,2,2015
2015,1,2,2015
2015,1,1,2015
2015,1,0,2015
2015,1,0,2015
2015,1,2,2015
2015,1,0,2015
2015,1,2,2015
2015,1,1,2015
2015,1,1,2015
2015,1,1,2015
2015,1,1,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,1,2015
2015,1,1,2015
2015,1,1,2015
2015,1,2,2015
2015,1,0,2015
2015,1,2,2015
2015,1,2,2015
2015,1,1,2015
2015,1,1,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,1,2015
2015,1,2,2015
2015,1,1,2015
2015,1,2,2015
2015,1,1,2015
2015,1,2,2015
2015,0,0,2015
2015,1,2,2015
2015,1,1,2015
2015,1,2,2015
2015,1,2,2015
2015,1,0,2015
2015,1,2,2015
2015,1,2,2015
2015,1,1,2015
2015,1,2,2015
2015,1,2,2015
2015,0,0,2015
2015,1,2,2015
2015,1,2,2015
2015,1,1,2015
2015,1,2,2015
2015,0,0,2015
2015,1,2,2015
2015,1,1,2015
2015,1,1,2015
2015,1,2,2015
2015,1,0,2015
2015,1,1,2015
2015,1,0,2015
2015,1,2,2015
2015,1,1,2015
2015,1,1,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,0,0,2015
2015,0,2,2015
2015,1,2,2015
2015,1,0,2015
2015,1,2,2015
2015,1,1,2015
2015,1,0,2015
2015,1,2,2015
2015,1,2,2015
2015,0,1,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,1,2015
2015,1,0,2015
1997,1,0,2015
1997,1,2,2014
1997,1,0,2015
1997,1,2,2015
2015,0,0,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,0,2015
2015,1,2,2015
2015,1,2,2015
2015,1,0,2015
2015,1,2,2015
2015,1,2,2015
2015,0,0,2015
2015,0,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,1,2015
2015,1,2,2015
2015,1,0,2015
2015,1,2,2015
2015,1,2,2015
2015,0,2,2015
2015,0,0,2015
2015,0,0,2015
2015,0,0,2015
2015,1,0,2015
2015,0,1,2015
2015,1,2,2015
2015,0,0,2015
2015,1,2,2015
2015,0,2,2015
2015,1,0,2015
2015,1,0,2015
2015,0,0,2015
2015,1,2,2015
2015,0,2,2015
2010,1,1,2015
2015,1,2,2015
2015,0,2,2015
2015,1,2,2015
2015,0,0,2015
2015,0,0,2015
2015,0,2,2015
2015,1,2,2015
2015,0,1,2015
2015,1,2,2015
2015,0,0,2015
2015,0,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,0,2,2015
2015,0,2,2015
2015,0,2,2015
2015,0,1,2015
2015,1,2,2015
2015,1,0,2015
2015,1,1,2015
2005,1,1,2015
2015,1,0,2015
2015,0,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,1,2015
2015,1,2,2015
2015,1,0,2015
2015,1,2,2015
2015,0,1,2015
2015,0,1,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,0,0,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,0,2,2015
2015,0,2,2015
2015,1,2,2015
2015,0,1,2015
2015,0,0,2015
2015,1,1,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2014,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,0,2015
2015,1,2,2015
2015,1,2,2015
2015,1,1,2015
2015,1,1,2015
2015,1,1,2015
2015,1,1,2015
2015,1,1,2015
2015,1,1,2015
2015,0,0,2015
2015,1,1,2015
2015,1,2,2015
2015,1,1,2015
2015,0,2,2015
2015,1,1,2015
2015,1,1,2015
0,1,0,2015
0,1,2,2015
0,0,1,2015
0,0,0,2015
0,1,0,2015
0,1,2,2015
0,1,2,2015
0,1,2,2015
0,0,2,2015
0,0,2,2015
0,1,2,2015
0,1,2,2015
0,0,1,2015
0,1,0,2015
0,1,2,2015
0,1,1,2015
0,1,2,2015
0,1,1,2015
0,0,2,2015
0,0,0,2015
0,1,2,2015
0,1,2,2015
0,1,2,2015
0,1,2,2015
0,1,2,2015
0,0,1,2015
0,1,2,2015
0,1,1,2015
0,1,2,2015
0,1,0,2015
0,1,0,2015
0,1,0,2015
0,1,0,2015
0,1,0,2015
0,1,2,2015
0,1,2,2015
0,1,2,2015
0,0,0,2015
0,1,2,2015
0,1,2,2015
0,1,2,2015
0,1,2,2015
0,1,1,2015
0,0,1,2015
0,1,2,2015
0,0,2,2015
0,1,2,2015
0,0,0,2015
0,1,2,2015
0,0,1,2015
0,1,0,2015
0,1,2,2015
0,1,1,2015
0,1,1,2015
0,1,1,2015
0,0,0,2015
0,0,2,2015
0,1,2,2015
0,0,0,2015
0,1,2,2015
0,1,2,2015
0,0,2,2015
0,1,0,2015
0,1,2,2015
0,0,1,2015
0,1,2,2015
0,1,2,2015
0,1,2,2015
0,1,1,2015
0,0,2,2015
0,1,2,2015
0,1,2,2015
0,0,0,2015
0,1,2,2015
0,1,2,2015
0,1,2,2015
0,1,0,2015
0,1,2,2015
0,1,2,2015
0,1,2,2015
0,1,2,2015
0,1,2,2015
0,1,2,2015
0,0,1,2015
0,0,2,2015
0,1,2,2015
0,1,1,2015
0,0,0,2015
0,0,2,2015
0,1,2,2015
0,1,2,2015
0,0,1,2015
0,1,2,2015
0,1,2,2015
0,1,0,2015
0,0,0,2015
0,1,2,2015
0,1,2,2015
0,1,2,2015
0,1,2,2015
0,1,2,2015
0,1,2,2015
0,1,2,2015
0,1,2,2015
0,1,2,2015
0,1,2,2015
0,1,2,2015
0,1,1,2015
0,0,2,2015
0,0,1,2015
0,0,2,2015
0,0,0,2015
0,1,2,2015
0,1,2,2015
0,0,0,2015
0,1,2,2015
0,0,2,2015
0,1,0,2015
2015,1,2,2013
2015,1,1,2015
2015,1,2,2013
2015,1,2,2014
2015,1,1,2013
2015,1,2,2014
2015,1,1,2013
2015,1,2,2013
2015,1,2,2014
2015,1,2,2014
2015,1,2,2014
2015,1,2,2014
2015,1,2,2014
2015,1,2,2015
2015,1,2,2015
2015,1,1,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,0,2,2015
2007,1,2,2014
2007,1,1,2014
2007,1,2,2015
2007,1,0,2015
2007,1,2,2014
2007,1,0,2014
2007,1,2,2015
2007,1,1,2015
2007,1,0,2014
2007,1,2,2014
2007,1,2,2014
2007,1,2,2015
2007,1,2,2014
2007,1,1,2015
1994,1,0,2015
2015,1,2,2015
2015,1,0,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,2,2015
2015,0,0,2015
2015,0,1,2015
2015,0,2,2015
2015,0,0,2015
2015,1,1,2015
2015,1,1,2015
2015,1,2,2015
2015,0,0,2015
2015,1,2,2015
2015,0,2,2015
2015,0,2,2015
2015,1,2,2015
2015,1,2,2015
2015,1,0,2015
2015,0,2,2015
2015,1,2,2015
2015,0,0,2015
2015,1,2,2015
