release_date,generos,playtime_forever
2012,Action,45
2012,Action,2073
2012,Action,737
2012,Action,677
2012,Action,581
2012,Action,494
2012,Action,338
2012,Action,235
2012,Action,197
2012,Action,1187
2012,Action,806
2012,Action,460
2012,Action,423
2012,Action,1029
2012,Action,1245
2012,Action,286
2012,Action,167
2012,Action,60
2012,Action,291
2012,Action,85
2012,Action,506
2012,Action,232
2012,Action,444
2012,Action,4639
2012,Action,222
2012,Action,256
2012,Action,1869
2012,Action,413
2012,Action,1053
2012,Action,481
2012,Action,103
2012,Action,572
2012,Strategy,31
2012,Strategy,15
2012,Strategy,26540
2012,Strategy,8973
2012,Strategy,82
2012,Action,1072
2012,Action,815
2012,Action,393
2012,Action,350
2012,Action,335
2012,Action,731
2012,Action,708
2012,Action,25
2012,Action,734
2012,Action,311
2012,Action,581
2012,Action,1339
2012,Action,239
2012,Action,348
2012,Action,754
2012,Action,156
2012,Action,131
2012,Action,25
2011,Action,12749
2011,Action,2892
2011,Action,879
2011,Action,7086
2011,Action,4840
2011,Action,748
2011,Action,4810
2011,Action,7730
2011,Action,1592
2011,Action,4647
2011,Action,4574
2011,Action,3910
2011,Action,3727
2011,Action,2172
2011,Action,9201
2011,Action,348
2011,Action,1701
2011,Action,4817
2011,Action,1563
2011,Action,1290
2011,Action,1609
2011,Action,2106
2011,Action,3018
2011,Action,1908
2011,Action,7095
2011,Action,2044
2011,Action,2244
2011,Action,1913
2011,Action,4334
2011,Action,4863
2011,Action,1457
2011,Action,6790
2011,Action,1264
2011,Action,2142
2011,Action,703
2011,Action,3681
2011,Action,2503
2011,Action,4973
2011,Action,1085
2011,Action,5056
2011,Action,439
2011,Action,7171
2011,Action,29775
2011,Action,288
2011,Action,4253
2011,Action,4278
2011,Action,5388
2011,Action,363
2011,Action,1452
2011,Action,2585
2011,Action,5863
2011,Action,1511
2011,Action,5031
2011,Action,3690
2011,Action,3203
2011,Action,1735
2011,Action,22287
2011,Action,4594
2011,Action,3418
2011,Action,2685
2011,Action,3710
2011,Action,3113
2011,Action,1718
2011,Action,7464
2011,Action,4659
2011,Action,3094
2011,Action,6617
2011,Action,2682
2011,Action,3871
2011,Action,4857
2011,Action,1370
2011,Action,168
2011,Action,650
2011,Action,3546
2011,Action,1772
2011,Action,2773
2011,Action,2086
2011,Action,2086
2011,Action,2086
2011,Action,2086
2011,Action,3266
2011,Action,476
2011,Action,5671
2011,Action,26205
2011,Action,614
2011,Action,3021
2011,Action,3091
2011,Action,723
2011,Action,1380
2011,Action,840
2011,Action,10807
2011,Action,1762
2011,Action,3763
2011,Action,661
2011,Action,11903
2011,Action,971
2011,Action,2254
2011,Action,9302
2011,Action,3666
2011,Action,2490
2011,Action,378
2011,Action,395
2011,Action,2574
2011,Action,5575
2011,Action,3098
2011,Action,6392
2011,Action,2207
2011,Action,1379
2011,Action,2026
2011,Action,4981
2011,Action,6505
2011,Action,1631
2011,Action,1064
2011,Action,1152
2011,Action,1297
2011,Action,1037
2011,Action,1712
2011,Action,2821
2011,Action,3910
2011,Action,126
2011,Action,1598
2011,Action,1389
2011,Action,1670
2011,Action,301
2011,Action,1782
2011,Action,2739
2011,Action,3596
2011,Action,17490
2011,Action,2049
2011,Action,2436
2011,Action,3294
2011,Action,695
2011,Action,2469
2011,Action,7233
2011,Action,3313
2011,Action,1662
2011,Action,138
2011,Simulation,19
1995,Strategy,30
2011,Action,19316
2011,Action,2372
2011,Action,1705
2011,Action,314
2011,Action,268
2011,Action,943
2011,Action,4527
2011,Action,165
2011,Action,3155
2011,Action,167
2011,Action,349
2011,Action,720
2011,Action,373
2011,Action,3461
2011,Action,260
2011,Action,5426
2011,Action,820
2011,Action,1220
2011,Action,1955
2011,Action,10749
2011,Action,1429
2011,Action,6410
2011,Action,2625
2011,Action,444
2011,Action,1236
2011,Action,1798
2011,Action,419
2011,Action,2018
2011,Action,1231
2011,Action,2221
2011,Action,853
2011,Action,664
2011,Action,664
2011,Action,664
2011,Action,664
2011,Action,1188
2011,Action,572
2011,Action,244
2011,Action,889
2011,Action,2046
2011,Action,938
2011,Action,1785
2011,Action,1685
2011,Action,6195
2011,Action,3903
2011,Action,6533
2011,Action,448
2011,Action,126
2011,Action,2719
2011,Action,1148
2011,Action,1977
2011,Action,1449
2011,Action,6474
2011,Action,282
2011,Action,2639
2011,Action,5753
2011,Action,900
2011,Action,676
2011,Action,15170
2011,Action,1471
2011,Action,1618
2011,Action,3124
2011,Action,184
2011,Action,5300
2011,Action,4053
2011,Action,238
2011,Action,4819
2011,Action,11161
2011,Action,82
2011,Action,977
2011,Action,282
2011,Action,4160
2011,Action,1496
2011,Action,1111
2011,Action,554
2011,Action,211
2011,Action,102
2011,Action,160
2011,Action,2156
2011,Action,1397
2011,Action,3292
2011,Action,115
2011,Action,159
2011,Action,694
2011,Action,2458
2011,Action,2806
2011,Action,1261
2011,Action,2924
2011,Action,5411
2011,Action,238
2011,Action,9471
2011,Action,55
2011,Action,2649
2011,Action,782
2011,Action,6460
2011,Action,1373
2011,Action,58
2011,Action,755
2011,Action,194
2011,Action,670
2011,Action,559
2011,Action,397
2011,Action,447
2011,Action,1565
2011,Action,61
2011,Action,3017
2011,Action,4497
2011,Action,570
2011,Action,1598
2011,Action,627
2011,Action,946
2011,Action,971
2011,Action,511
2011,Action,629
2011,Action,2715
2011,Action,2733
2011,Action,5598
2011,Action,619
2011,Action,3770
2011,Action,1321
2011,Action,4911
2011,Action,6039
2011,Action,254
2011,Action,892
2011,Action,2458
2011,Action,847
2011,Action,2163
2011,Action,1460
2011,Action,124
2011,Action,139
2011,Action,2798
2011,Action,36
2011,Action,3581
2011,Action,873
2011,Action,873
2011,Action,873
2011,Action,873
2011,Action,6055
2011,Action,6055
2011,Action,6055
2011,Action,6055
2011,Action,6164
2011,Action,509
2011,Action,5005
2011,Action,1354
2011,Action,75
2011,Action,166
2011,Action,2132
2011,Action,124
2011,Strategy,505
2011,Strategy,1277
2011,Strategy,12577
2011,Action,209
2011,Action,275
2011,Action,427
2011,Action,505
2011,Action,1132
2011,Action,3869
2011,Action,116
2011,Action,1322
2011,Action,963
2011,Action,3684
2011,Action,800
2011,Action,619
2011,Action,808
2011,Action,71
2011,Action,492
2011,Action,1308
2011,,1434
2011,,8
2011,,31
2011,Action,1154
2011,Action,149
2011,Action,409
2011,Action,179
2011,Action,1024
2011,Action,431
2011,Action,1826
2011,Action,2764
2011,Action,773
2011,Action,138
2011,Action,1319
2011,Action,2533
2011,Racing,4841
2011,Racing,1173
2011,Racing,33
2002,RPG,749
2011,Simulation,3801
2011,Strategy,4131
2011,Strategy,9680
2011,Strategy,560
2011,Strategy,3571
2011,Strategy,4632
2011,Strategy,3621
2011,Strategy,3451
2011,Strategy,6618
2011,Action,23
2010,Strategy,17
2010,Racing,639
2010,Racing,2504
2010,Racing,2534
2010,Racing,516
2010,Racing,18
2010,Racing,804
2010,Racing,1137
2010,Racing,1990
2010,Racing,645
2010,Racing,1198
2010,Racing,2741
2010,Racing,66
2010,Racing,12463
2010,Racing,338
2010,Racing,1312
2010,Racing,1952
2010,Racing,1862
2010,Racing,106
2010,Indie,1330
2010,Indie,3259
2010,Indie,147
2010,Indie,230
2010,Indie,690
2010,Indie,690
2010,Indie,690
2010,Indie,690
2010,Indie,303
2010,Indie,1927
2010,Indie,189
2010,Indie,1828
2010,Indie,422
2010,Indie,436
2010,Indie,86
2010,Indie,1293
2010,Indie,109
2010,Indie,275
2010,Indie,454
2010,Indie,972
2010,Indie,588
2010,Indie,4025
2010,Indie,45
2010,Indie,2683
2010,Indie,989
2010,Indie,98
2010,Indie,644
2010,Indie,92
2010,Indie,2405
2010,Indie,220
2010,Indie,495
2010,Indie,85
2010,Indie,46
2010,Indie,167
2010,Indie,4962
2010,Indie,143
2010,Indie,228
2010,Indie,522
2010,Indie,812
2010,Indie,2009
2010,Indie,190
2010,Indie,294
2010,Indie,389
2010,Indie,5200
2010,Indie,110
2010,Indie,369
2010,Indie,556
2010,Indie,1523
2010,Indie,460
2010,Indie,1212
2010,Indie,116
2010,Indie,1439
2010,Indie,121
2010,Indie,293
2010,Indie,109
2010,Indie,196
2010,Indie,1072
2010,Indie,207
2010,Indie,457
2010,Indie,104
2010,Indie,37
2010,Indie,368
2010,Racing,67
2010,RPG,1157
2010,RPG,468
2010,RPG,1466
2010,RPG,569
2010,RPG,6359
2010,RPG,2326
2010,RPG,7868
2010,RPG,2121
2010,RPG,1028
2010,RPG,2999
2010,RPG,6094
2010,RPG,8856
2010,RPG,10733
2010,Action,135
2010,Action,374
2010,Action,226
2010,Action,241
2010,Action,12
2010,RPG,1527
2010,Action,1211
2010,Indie,259
2005,Action,575
2005,Action,5
2010,RPG,40
2008,Strategy,1850
2010,Indie,229
2010,Indie,22
2010,Indie,229
2010,Action,70
2010,Action,1929
2010,Action,1068
2010,Action,122
2010,Action,607
2010,Action,1806
2010,Action,1697
2010,Action,1151
2010,Action,994
2010,Action,6231
2010,Action,21697
2010,Action,41620
2010,Action,2315
2010,Action,2315
2010,Action,2315
2010,Action,2315
2010,Action,230
2010,Action,60
2010,Action,495
2010,Action,17093
2010,Action,388
2010,Action,13374
2010,Action,98
2010,Action,372
2010,Action,22751
2010,Action,22959
2010,Action,475
2010,Action,2387
2010,Action,561
2010,Action,114
2010,Action,1050
2010,Action,3083
2010,Strategy,15
2003,Action,421
2003,Action,1111
2005,Action,788
2005,Action,3271
2005,Action,452
2005,Action,376
2005,Action,376
2005,Action,376
2005,Action,376
2005,Action,341
2005,Action,33
2005,Action,348
2006,Strategy,2813
2006,Strategy,464
2006,Strategy,4716
2010,Strategy,926
2010,Strategy,6460
2010,Strategy,1079
2010,Strategy,1079
2010,Strategy,1079
2010,Strategy,1079
2010,Strategy,2144
2010,Strategy,1059
2010,Strategy,1518
2010,Strategy,7799
2010,Strategy,931
2010,Strategy,25885
2010,Strategy,30487
2010,Strategy,3588
2010,Strategy,9112
2010,Strategy,3668
2010,Strategy,3687
2010,Strategy,20082
2010,Strategy,6775
2010,Strategy,7028
2010,Strategy,1027
2010,Action,64
2010,Action,2681
2010,Action,653
2010,Action,3616
2010,Action,5186
2010,Action,2147
2010,Action,608
2010,Action,741
2010,Action,1718
2010,Action,546
2010,Action,3587
2010,Action,1409
2010,Action,587
2010,Action,152
2010,Action,3822
2010,Action,1150
2010,Action,1892
2010,Action,682
2010,Action,12838
2010,Action,13267
2010,Action,5067
2010,Action,6888
2010,Action,520
2010,Action,4502
2010,Action,1292
2010,Action,346
2010,Action,56931
2010,Action,1568
2010,Action,383
2010,Action,459
2010,Action,2709
2010,Action,1262
2010,Action,2276
2010,Action,12630
2010,Action,562
2010,Action,764
2010,Strategy,6477
2010,Strategy,24883
2010,Strategy,1699
2010,Strategy,5501
2010,Strategy,14045
2010,Strategy,2465
2010,Strategy,842
2010,Strategy,1731
2010,Strategy,4432
2010,Strategy,4743
2010,Strategy,6081
2010,Strategy,3667
2010,Strategy,4002
2010,Strategy,2726
2010,Strategy,132
0,Simulation,418
2010,Strategy,4285
2010,Strategy,2037
2010,Strategy,776
2010,Strategy,62877
2010,Strategy,857
2010,Strategy,4818
2000,Action,355
2000,Action,263
2000,Action,16
2000,Action,320
2000,Action,1334
2010,RPG,4241
2010,RPG,1457
2010,RPG,14902
2010,RPG,57
2010,RPG,2770
2010,RPG,2796
2010,RPG,153
2010,RPG,13583
2010,RPG,1437
2010,RPG,4745
2010,RPG,4696
2010,RPG,3742
2010,RPG,2439
2010,RPG,3194
2010,RPG,1219
2010,Action,5920
2010,Action,2999
2010,Action,695
2010,Action,214
2010,Action,482
2010,Action,41
2010,Action,2355
2010,Action,1721
2010,Action,938
2010,Action,1176
2010,Action,599
2010,Action,2023
2010,Action,2280
2010,Action,11
2010,Action,1390
2010,Action,256
2010,Action,468
2010,Action,1319
2010,Action,7454
2010,Action,1702
2010,Action,98
2010,Action,2903
2010,Action,761
2010,Action,1911
2010,Action,588
2010,Action,480
2010,Action,1130
2010,Action,1770
2010,Action,863
2010,Action,705
2010,Action,1592
2010,Action,507
2010,Action,349
2009,Action,7022
2009,Action,6287
2009,Action,4397
2009,Action,4932
2009,Action,6642
2009,Action,6174
2009,Action,352
2009,Action,309
2009,Action,432
2009,Action,8075
2009,Action,2313
2009,Action,1908
2009,Action,14078
2009,Action,3453
2009,Action,3927
2009,Action,3927
2009,Action,3927
2009,Action,3927
2009,Action,3129
2009,Action,7852
2009,Action,1035
2009,Action,1579
2009,Action,3543
2009,Action,3851
2009,Action,6030
2009,Action,1745
2009,Action,3050
2009,Action,915
2009,Action,1936
2009,Action,44363
2009,Action,7374
2009,Action,2114
2009,Action,2070
2009,Action,2543
2009,Action,21005
2009,Action,66843
2009,Action,5621
2009,Action,2780
2009,Action,665
2009,Action,7165
2009,Action,6830
2009,Action,3545
2009,Action,3424
2009,Action,4761
2009,Action,3732
2009,Action,34048
2009,Action,582
2009,Action,941
2009,Action,9582
2009,Action,3843
2009,Action,1533
2009,Action,1379
2009,Action,652
2009,Action,32739
2009,Action,4174
2009,Action,4174
2009,Action,4174
2009,Action,4174
2009,Action,2145
2009,Action,5967
2009,Action,7258
2009,Action,1373
2009,Action,3337
2009,Action,33349
2009,Action,2700
2009,Action,474
2009,Action,7171
2009,Action,4123
2009,Action,1673
2009,Action,10543
2009,Action,2936
2009,Action,7351
2009,Action,4952
2009,Action,2289
2009,Action,1086
2009,Action,1692
2009,Action,2371
2009,Action,368
2009,Action,1050
2009,Action,243
2009,Action,2672
2009,Action,1608
2009,Action,1924
2009,Action,4971
2009,Action,903
2009,Action,906
2009,Action,2917
2009,Action,8361
2009,Action,6952
2009,Action,278
2009,Action,864
2009,Action,22705
2009,Action,3425
2009,Action,6138
2009,Action,6514
2009,Action,1741
2009,Action,2352
2009,Action,1510
2009,Action,2285
2009,Action,1962
2009,Action,2880
2009,Action,542
2009,Action,3914
2009,Action,2382
2009,Action,7725
2009,Action,1226
2009,Action,1274
2009,Action,4281
2009,Action,3400
2009,Action,9459
2009,Action,1112
2009,Action,592
2009,Action,4563
2009,Action,3994
2009,Action,764
2009,Action,6142
2009,Action,350
2009,Action,3629
2009,Action,3547
2009,Action,2221
2009,Action,366
2009,Action,4787
2009,Action,2557
2009,Action,2084
2009,Action,4173
2009,Action,5495
2009,Action,20267
2009,Action,1359
2009,Action,4119
2009,Action,1006
2009,Action,344
2009,Action,247
2009,Action,8257
2009,Action,26530
2009,Action,7573
2009,Action,4954
2009,Action,1551
2009,Action,715
2009,Action,1476
2009,Action,3249
2009,Action,333
2009,Action,2169
2009,Action,614
2009,Action,13768
2009,Action,4141
2009,Action,616
2009,Action,1757
2009,Action,501
2009,Action,4502
2009,Action,2033
2009,Action,6061
2009,Action,2838
2009,Action,1049
2009,Action,11957
2009,Action,1633
2009,Action,2312
2009,Action,2312
2009,Action,2312
2009,Action,2312
2009,Action,16716
2009,Action,16716
2009,Action,16716
2009,Action,16716
2009,Action,2271
2009,Action,2660
2009,Action,7436
2009,Action,17388
2009,Action,2556
2009,Action,477
2009,Action,2943
2009,Action,69
2009,Action,69
2009,Action,69
2009,Action,69
2009,Action,395
2009,Action,2745
2009,Action,2745
2009,Action,2745
2009,Action,2745
2009,Action,5936
2009,Action,3735
2009,Action,152
2009,Action,5265
2009,Action,514
2009,Action,269
2009,Action,25559
2009,Action,1224
2009,Action,1838
2009,Action,15484
2009,Action,11793
2009,Action,547
2009,Action,5019
2009,Action,1362
2009,Action,2215
2009,Action,15415
2009,Action,1680
2009,Action,3351
2009,Action,3816
2009,Action,1101
2009,Action,2357
2009,Action,13708
2009,Action,1383
2009,Action,38013
2009,Action,585
2009,Action,3933
2009,Action,586
2009,Action,5831
2009,Action,4116
2009,Action,2144
2009,Action,2124
2009,Action,2124
2009,Action,2124
2009,Action,2124
2009,Action,1842
2009,Action,28161
2009,Action,9208
2009,Action,137029
2009,Action,1038
2009,Action,3036
2009,Action,22624
2009,Action,2021
2009,Action,47396
2009,Action,4745
2009,Action,7725
2009,Action,30766
2009,Action,2679
2009,Action,452
2009,Action,1093
2009,Action,8206
2009,Action,476
2009,Action,5841
2009,Action,2721
2009,Action,1483
2009,Action,802
2009,Action,606
2009,Action,4225
2009,Action,6351
2009,Action,2864
2009,Action,12886
2009,Action,1693
2009,Action,44726
2009,Action,9128
2009,Action,1545
2009,Action,1032
2009,Action,2098
2009,Action,1052
2009,Action,1776
2009,Action,8149
2009,Action,1360
2009,Action,19275
2009,Action,9292
2009,Action,14722
2009,Action,3893
2009,Action,3233
2009,Action,1697
2009,Action,77924
2009,Action,1233
2009,Action,768
2009,Action,2015
2009,Action,727
2009,Action,16810
2009,Action,1638
2009,Action,5080
2009,Action,3305
2009,Action,9895
2009,Action,2290
2009,Action,234
2009,Action,11365
2009,Action,20675
2009,Action,1214
2009,Action,20920
2009,Action,1762
2009,Action,1854
2009,Action,5739
2009,Action,35870
2009,Action,23346
2009,Action,1397
2009,Action,2058
2009,Action,2122
2009,Action,79629
2009,Action,12400
2009,Action,2854
2009,Action,613
2009,Action,3297
2009,Action,62278
2009,Action,2222
2009,Action,1453
2009,Action,5719
2009,Action,1542
2009,Action,1033
2009,Action,4256
2009,Action,3132
2009,Action,10427
2009,Action,1262
2009,Action,4109
2009,Action,6161
2009,Action,3480
2009,Action,2424
2009,Action,1430
2009,Action,2546
2009,Action,1996
2009,Action,754
2009,Action,530
2009,Action,1350
2009,Action,3001
2009,Action,1239
2009,Action,26060
2009,Action,2975
2009,Action,16305
2009,Action,9838
2009,Action,10556
2009,Action,3127
2009,Action,2422
2009,Action,36946
2009,Action,1243
2009,Action,1192
2009,Action,763
2009,Action,4371
2009,Action,2031
2009,Action,5987
2009,Action,1006
2009,Action,7148
2009,Action,2824
2009,Action,6150
2009,Action,32534
2009,Action,929
2009,Action,99
2009,Action,22069
2009,Action,2405
2009,Action,2589
2009,Action,3321
2009,Action,16423
2009,Action,761
2009,Action,21603
2009,Action,610
2009,Action,3406
2009,Action,1059
2009,Action,5180
2009,Action,4508
2009,Action,36161
2009,Action,1855
2009,Action,5568
2009,Action,16665
2009,Action,9279
2009,Action,16978
2009,Action,1775
2009,Action,1442
2009,Action,8758
2009,Action,1213
2009,Action,279
2009,Action,2360
2009,Action,1711
2009,Action,2988
2009,Action,32091
2009,Action,11336
2009,Action,176
2009,Action,4665
2009,Action,4643
2009,Action,1005
2009,Action,7226
2009,Action,5135
2009,Action,386
2009,Action,4220
2009,Action,203
2009,Action,1510
2009,Action,3682
2009,Action,9935
2009,Action,5214
2009,Action,3700
2009,Action,1876
2009,Action,64435
2009,Action,2317
2009,Action,8027
2009,Action,1069
2009,Action,11553
2009,Action,1746
2009,Action,1521
2009,Action,609
2009,Action,4861
2009,Action,9367
2009,Action,103810
2009,Action,30933
2009,Action,1758
2009,Action,3494
2009,Action,4535
2009,Action,5057
2009,Action,560
2009,Action,1554
2009,Action,29496
2009,Action,501
2009,Action,1650
2009,Action,1496
2009,Action,906
2009,Action,68340
2009,Action,12541
2009,Action,1552
2009,Action,8030
2009,Action,572
2009,Action,15884
2009,Action,406
2009,Action,19163
2009,Action,239
2009,Action,284
2009,Action,4173
2009,Action,4110
2009,Action,232
2009,Action,669
2009,Action,146
2009,Action,2929
2009,Action,6299
2009,Action,74032
2009,Action,821
2009,Action,349
2009,Action,770
2009,Action,2213
2009,Action,2624
2009,Action,3599
2009,Action,1247
2009,Action,49963
2009,Action,176
2009,Action,1333
2009,Action,4319
2009,Action,1004
2009,Action,3863
2009,Action,2972
2009,Action,20446
2009,Action,7653
2009,Action,1155
2009,Action,2296
2009,Action,2825
2009,Action,19822
2009,Action,4182
2009,Action,9364
2009,Action,5155
2009,Action,14082
2009,Action,2289
2009,Action,361
2009,Action,450
2009,Action,109025
2009,Action,925
2009,Action,795
2009,Action,7285
2009,Action,6413
2009,Action,1708
2009,Action,773
2009,Action,1105
2009,Action,4089
2009,Action,3466
2009,Action,943
2009,Action,2497
2009,Action,3564
2009,Action,1717
2009,Action,212710
2009,Action,12670
2009,Action,3983
2009,Action,1267
2009,Action,7472
2009,Action,2156
2009,Action,2337
2009,Action,3091
2009,Action,3498
2009,Action,900
2009,Action,967
2009,Action,1855
2009,Action,396
2009,Action,2725
2009,Action,7333
2009,Action,12485
2009,Action,5437
2009,Action,7915
2009,Action,213
2009,Action,1282
2009,Action,8959
2009,Action,7691
2009,Action,5826
2009,Action,531
2009,Action,2269
2009,Action,10858
2009,Action,4630
2009,Action,13493
2009,Action,2615
2009,Action,2902
2009,Action,30660
2009,Action,296
2009,Action,37894
2009,Action,2551
2009,Action,1168
2009,Action,2603
2009,Action,9208
2009,Action,2982
2009,Action,1540
2009,Action,558
2009,Action,1673
2009,Action,213
2009,Action,1130
2009,Action,8556
2009,Action,2369
2009,Action,1896
2009,Action,5025
2009,Action,356
2009,Action,431
2009,Action,1312
2009,Action,4967
2009,Action,15711
2009,Action,5810
2009,Action,2493
2009,Action,3988
2009,Action,9857
2009,Action,3863
2009,Action,114
2009,Action,8106
2009,Action,2826
2009,Action,566
2009,Action,4871
2009,Action,883
2009,Action,42288
2009,Action,854
2009,Action,1129
2009,Action,246
2009,Action,3969
2009,Action,816
2009,Action,3899
2009,Action,43450
2009,Action,1519
2009,Action,588
2009,Action,314
2009,Action,14029
2009,Action,913
2009,Action,4005
2009,Action,3145
2009,Action,1367
2009,Action,1379
2009,Action,179
2009,Action,8066
2009,Action,9536
2009,Action,384
2009,Action,21736
2009,Action,15737
2009,Action,2491
2009,Action,1084
2009,Action,2935
2009,Action,1582
2009,Action,5421
2009,Action,14142
2009,Action,9643
2009,Action,2007
2009,Action,1988
2009,Action,973
2009,Action,2116
2009,Action,186
2009,Action,314
2009,Action,12142
2009,Action,2156
2009,Action,23443
2009,Action,5002
2009,Action,492
2009,Action,661
2009,Action,2155
2009,Action,2040
2009,Action,478
2009,Action,22478
2009,Action,4763
2009,Action,17647
2009,Action,1017
2009,Action,9997
2009,Action,2246
2009,Action,1874
2009,Action,7537
2009,Action,4249
2009,Action,3922
2009,Action,281
2009,Action,973
2009,Action,363
2009,Action,1528
2009,Action,1288
2009,Action,27102
2009,Action,976
2009,Action,1373
2009,Action,5967
2009,Action,4946
2009,Action,6746
2009,Action,2175
2009,Action,4585
2009,Action,10234
2009,Action,12053
2009,Action,2360
2009,Action,1086
2009,Action,1262
2009,Action,254
2009,Action,8008
2009,Action,169
2009,Action,4028
2009,Action,1972
2009,Action,841
2009,Action,2053
2009,Action,6499
2009,Action,2926
2009,Action,1050
2009,Action,16029
2009,Action,436
2009,Action,4865
2009,Action,5748
2009,Action,8949
2009,Action,1368
2009,Action,38
2009,Action,6065
2009,Action,5235
2009,Action,663
2009,Action,1056
2009,Action,823
2009,Action,4336
2009,Action,8981
2009,Action,3681
2009,Action,1171
2009,Action,2119
2009,Action,1582
2009,Action,3026
2009,Action,3659
2009,Action,12650
2009,Action,1711
2009,Action,8153
2009,Action,454
2009,Action,2257
2009,Action,1297
2009,Action,5289
2009,Action,2644
2009,Action,13434
2009,Action,1269
2009,Action,232
2009,Action,808
2009,Action,3298
2009,Action,2051
2009,Action,5466
2009,Action,1507
2009,Action,4519
2009,Action,815
2009,Action,139
2009,Action,333
2009,Action,3564
2009,Action,1127
2009,Strategy,52
2009,Action,478
2009,Action,244
2009,Action,768
2009,Action,208
2009,Action,1984
2009,Action,1186
2009,Action,2195
2009,Action,319
2009,Action,582
2009,Action,126
2009,Action,272
2009,Action,473
2009,Action,2043
2009,Action,270
2009,Action,963
1995,Action,13
1995,Action,672
1995,Action,44
1995,Action,79
1997,Action,1020
1997,Action,182
2003,Action,1884
2003,Action,209
2003,Action,4354
2003,Action,1367
2003,Action,2192
2003,Action,973
2003,Action,2672
2003,Action,276
2003,Action,1585
2009,Indie,12
2009,Indie,9
2000,Action,431
2001,Action,19
2001,Action,11
2001,Action,119
2008,Adventure,612
2008,Adventure,745
2009,Strategy,34422
2009,Strategy,588
2009,Strategy,396
2009,Strategy,1113
2009,Strategy,68069
2009,Strategy,2296
2009,Strategy,4038
2009,Strategy,13772
2009,Strategy,630
2009,Strategy,22590
2005,Action,75
2005,Action,328
2009,Casual,200
2009,Indie,48
2009,Indie,19
2009,Indie,15
2009,Indie,115
2009,Indie,86
2009,Indie,60
2009,Indie,57
2009,Indie,54
2009,Indie,170
2009,Indie,5019
2009,Indie,32
2009,Indie,106
2009,Indie,49
2009,Indie,95
2009,Indie,113
2009,Indie,377
2009,Indie,228
2009,Indie,84
2009,Indie,295
2009,Indie,115
2009,Indie,757
2009,Indie,21
2009,Indie,11
2009,Indie,75
2009,Indie,244
2009,Indie,304
2009,Indie,64
2009,Indie,117
2009,Indie,336
2009,Indie,26
2009,Indie,6
2009,Indie,31
2009,Indie,37
2009,Indie,181
2009,Indie,60
2009,Indie,32
2009,Indie,295
2009,Indie,173
2009,Indie,111
2009,Indie,25
2009,Indie,9
2009,Indie,36
2009,Indie,41
2009,Indie,245
2009,Indie,28
2009,Indie,10
2009,Indie,10
2009,Indie,56
2009,Indie,22
2009,Indie,161
2009,Indie,10
2009,Indie,10
2009,Indie,279
2009,Indie,23
2009,Indie,7
2009,Indie,225
2009,Indie,30
2009,Indie,330
2009,Indie,7
2009,Indie,167
2009,Indie,45755
2009,Indie,4
2009,Indie,20
2009,Indie,17
2009,Indie,22
2009,Indie,31
2009,Indie,197
2009,Indie,6
2009,Indie,32
2009,Indie,154
2009,Indie,30
2009,Indie,14
2009,Indie,95
2009,Indie,6
2009,Indie,33
2009,Indie,788
1990,Adventure,391
2005,Action,330
2005,Action,881
2005,Action,54
2005,Action,421
2005,Action,628
2005,Action,636
2005,Action,1711
2005,Action,721
2008,Strategy,134501
1999,Action,425
2009,RPG,1148
2008,Indie,142
2009,Strategy,1660
2009,Strategy,900
2009,Action,10006
2009,Action,2851
2009,Action,1204
2009,Action,33723
2009,Action,8694
2009,Action,8049
2009,Action,16961
2009,Action,1676
2009,Action,4297
2009,Action,6458
2009,Action,6458
2009,Action,6458
2009,Action,6458
2009,Action,401
2009,Action,1179
2009,Action,1181
2009,Action,1871
2009,Action,2211
2009,Action,1944
2009,Action,2531
2009,Action,590
2009,Action,7322
2009,Action,15996
2009,Action,7998
2009,Action,2542
2009,Action,446
2009,Action,2136
2009,Action,851
2009,Action,2324
2009,Action,42104
2009,Action,3858
2009,Action,1463
2009,Action,22517
2009,Action,1152
2009,Action,13689
2009,Action,1424
2009,Action,1424
2009,Action,1424
2009,Action,1424
2009,Action,7375
2009,Action,1496
2009,Action,154400
2009,Action,4634
2009,Action,1350
2009,Action,592
2009,Action,1467
2009,Action,5925
2009,Action,2309
2009,Action,701
2009,Action,16648
2009,Action,1245
2009,Action,69
2009,Action,5317
2009,Action,12381
2009,Action,1175
2009,Action,511
2009,Action,4289
2009,Action,3567
2009,Action,5545
2009,Action,894
2009,Action,894
2009,Action,894
2009,Action,894
2009,Action,2590
2009,Action,5480
2009,Action,12943
2009,Action,2300
2009,Action,964
2009,Action,8380
2009,Action,6614
2009,Action,9474
2009,Action,2304
2009,Action,1292
2009,Action,4981
2009,Action,14605
2009,Action,3734
2009,Action,3318
2009,Action,4431
2009,Action,6279
2009,Action,8684
2009,Action,506
2009,Action,2949
2009,Action,7446
2009,Action,45894
2009,Action,18368
2009,Action,5488
2009,Action,8627
2009,Action,1224
2009,Action,1139
2009,Action,23356
2009,Action,1785
2009,Action,921
2009,Action,2632
2009,Action,2569
2009,Action,2897
2009,Action,1196
2009,Action,18035
2009,Action,612
2009,Action,117951
2009,Action,1532
2009,Action,7044
2009,Action,5027
2009,Action,646
2009,Action,3373
2009,Action,2160
2009,Action,538
2009,Action,2218
2009,Action,121841
2009,Action,4107
2009,Action,2939
2009,Action,252
2009,Action,4027
